URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://www.cdc.gov/nhsn/fhirportal/dqm/ig/ValueSet/ach-daily-diagnostic-report-status,1.0.0,active,,AcuteCareHospitalDailyEventDiagnosticReportStatus,ACH Daily Diagnostic Report Status ValueSet,"A set of codes indicating the status of the diagnostic report.",,"hl7.fhir.r4.core"
http://www.cdc.gov/nhsn/fhirportal/dqm/ig/ValueSet/ach-daily-encounter-class,1.0.0,active,,AcuteCareHospitalDailyEventEncounterClass,ACH Daily Encounter Class ValueSet,"A set of codes indicating the encounter class that represent inpatient, observation and short stay concepts.",,"THO (V3)"
http://www.cdc.gov/nhsn/fhirportal/dqm/ig/ValueSet/ach-daily-encounter-status,1.0.0,active,,AcuteCareHospitalDailyEncounterStatus,ACH Daily Encounter Status ValueSet,"A set of codes indicating the status of the encounter.",,"hl7.fhir.r4.core"
http://www.cdc.gov/nhsn/fhirportal/dqm/ig/ValueSet/ach-monthly-encounter-class,1.0.0,active,,AcuteCareHospitalMonthlyEncounterClass,ACH Monthly Encounter Class ValueSet,"A set of codes indicating the encounter class that represent inpatient, emergency, observation and short stay concepts.",,"THO (V3)"
http://www.cdc.gov/nhsn/fhirportal/dqm/ig/ValueSet/ach-monthly-encounter-status,1.0.0,active,,AcuteCareHospitalMonthlyEncounterStatus,ACH Monthly Encounter Status ValueSet,"A set of codes indicating the status of the encounter.",,"hl7.fhir.r4.core"
